Model_number,reps,fold,brier,slope,auc,Variables,Penalty,Model,Approach
21,1,9,0.134449688,1.03532177,0.806819578,B + C,,Logistic,44 variable model
21,1,10,0.146276499,0.928156173,0.785397617,B + C,,Logistic,45 variable model
21,2,1,0.14226083,1.014799235,0.80197427,B + C,,Logistic,46 variable model
21,2,2,0.136302769,0.971044409,0.790583514,B + C,,Logistic,47 variable model
21,2,3,0.137006873,1.02877036,0.806023625,B + C,,Logistic,48 variable model
21,2,4,0.141503725,0.943920892,0.786226592,B + C,,Logistic,49 variable model
21,2,5,0.141255324,1.054881507,0.803480835,B + C,,Logistic,50 variable model
21,2,6,0.132622459,0.996610119,0.799266647,B + C,,Logistic,51 variable model
21,2,7,0.13771144,0.975723249,0.800179358,B + C,,Logistic,52 variable model
21,2,8,0.140586663,0.982367235,0.791989832,B + C,,Logistic,53 variable model
21,2,9,0.140256603,0.989081229,0.793519656,B + C,,Logistic,54 variable model
21,2,10,0.141651145,0.983042928,0.794044381,B + C,,Logistic,55 variable model
21,3,1,0.137085578,0.994399709,0.801931593,B + C,,Logistic,56 variable model
21,3,2,0.141055093,0.919890718,0.780880588,B + C,,Logistic,57 variable model
21,3,3,0.139330354,1.046331996,0.801541124,B + C,,Logistic,58 variable model
21,3,4,0.139328322,0.98050544,0.7941403,B + C,,Logistic,59 variable model
21,3,5,0.143408394,1.009062055,0.798461404,B + C,,Logistic,60 variable model
21,3,6,0.144015868,0.934061727,0.784397404,B + C,,Logistic,61 variable model
21,3,7,0.128601903,1.032719131,0.814447578,B + C,,Logistic,62 variable model
21,3,8,0.132189272,1.07079323,0.807377592,B + C,,Logistic,63 variable model
21,3,9,0.142880876,1.024823977,0.804765522,B + C,,Logistic,64 variable model
21,3,10,0.145339405,0.947912793,0.783930118,B + C,,Logistic,65 variable model
21,4,1,0.144142574,0.954484847,0.787575166,B + C,,Logistic,66 variable model
21,4,2,0.138429088,0.976923948,0.791764215,B + C,,Logistic,67 variable model
21,4,3,0.133139405,1.014163275,0.805036498,B + C,,Logistic,68 variable model
21,4,4,0.131431102,0.971366055,0.791055414,B + C,,Logistic,69 variable model
21,4,5,0.137842366,0.986183685,0.799530699,B + C,,Logistic,70 variable model
21,4,6,0.138464801,0.992608756,0.796537863,B + C,,Logistic,71 variable model
21,4,7,0.142969047,0.999389391,0.797677533,B + C,,Logistic,72 variable model
21,4,8,0.144426656,1.018120844,0.796854263,B + C,,Logistic,73 variable model
21,4,9,0.140793226,1.007532371,0.799432235,B + C,,Logistic,74 variable model
21,4,10,0.138929232,1.01319656,0.8009426,B + C,,Logistic,75 variable model
21,5,1,0.130883775,1.064317436,0.809775266,B + C,,Logistic,76 variable model
21,5,2,0.136470448,1.049137259,0.805250295,B + C,,Logistic,77 variable model
21,5,3,0.141861858,0.998113496,0.800486041,B + C,,Logistic,78 variable model
21,5,4,0.13885996,0.998394708,0.798321863,B + C,,Logistic,79 variable model
21,5,5,0.144916023,0.940240927,0.782670524,B + C,,Logistic,80 variable model
21,5,6,0.136487187,0.974997011,0.794713353,B + C,,Logistic,81 variable model
21,5,7,0.14608664,0.976050867,0.788079721,B + C,,Logistic,82 variable model
21,5,8,0.132143237,1.014452982,0.806503079,B + C,,Logistic,83 variable model
21,5,9,0.145514705,0.915852643,0.784129067,B + C,,Logistic,84 variable model
21,5,10,0.141202771,0.980499659,0.791928671,B + C,,Logistic,85 variable model
22,1,1,0.138356033,1.000378699,0.798213904,B + C,,Logistic,86 variable model
22,1,2,0.138868209,0.966050912,0.800562818,B + C,,Logistic,87 variable model
22,1,3,0.137000789,0.996698225,0.801847362,B + C,,Logistic,88 variable model
22,1,4,0.132733724,1.023167627,0.807103946,B + C,,Logistic,89 variable model
22,1,5,0.129102574,1.060882882,0.807536723,B + C,,Logistic,90 variable model
22,1,6,0.142246913,1.008431709,0.799300442,B + C,,Logistic,91 variable model
22,1,7,0.14550546,0.961253292,0.793048874,B + C,,Logistic,92 variable model
22,1,8,0.141651989,0.968638397,0.790495817,B + C,,Logistic,93 variable model
22,1,9,0.134264712,1.042754359,0.806777465,B + C,,Logistic,94 variable model
22,1,10,0.14757315,0.916331296,0.786598512,B + C,,Logistic,95 variable model
22,2,1,0.142067839,1.01695158,0.804182347,B + C,,Logistic,96 variable model
22,2,2,0.137449535,0.951186485,0.7890013,B + C,,Logistic,97 variable model
22,2,3,0.137439499,1.039316294,0.8078946,B + C,,Logistic,98 variable model
22,2,4,0.141244876,0.953187173,0.789349965,B + C,,Logistic,99 variable model
22,2,5,0.140905594,1.05032903,0.805852738,B + C,,Logistic,100 variable model
22,2,6,0.132696446,1.004548867,0.802607675,B + C,,Logistic,101 variable model
22,2,7,0.138114445,0.978122376,0.799805274,B + C,,Logistic,102 variable model
22,2,8,0.140592386,0.962859247,0.795939616,B + C,,Logistic,103 variable model
22,2,9,0.139172882,1.003984834,0.795756005,B + C,,Logistic,104 variable model
22,2,10,0.141152576,0.970351203,0.795789069,B + C,,Logistic,105 variable model
22,3,1,0.136726893,0.993194361,0.805511338,B + C,,Logistic,106 variable model
22,3,2,0.140344493,0.950930793,0.785954535,B + C,,Logistic,107 variable model
22,3,3,0.139833868,1.030088796,0.800330405,B + C,,Logistic,108 variable model
22,3,4,0.139946566,0.979936768,0.792510579,B + C,,Logistic,109 variable model
22,3,5,0.144931187,0.975810771,0.79646315,B + C,,Logistic,110 variable model
22,3,6,0.143338575,0.937033761,0.78938083,B + C,,Logistic,111 variable model
22,3,7,0.128331334,1.019624376,0.815582703,B + C,,Logistic,112 variable model
22,3,8,0.131206946,1.085034452,0.812038945,B + C,,Logistic,113 variable model
22,3,9,0.143467281,1.016968319,0.805453451,B + C,,Logistic,114 variable model
22,3,10,0.145278147,0.949331298,0.786211609,B + C,,Logistic,115 variable model
22,4,1,0.143180625,0.953906328,0.792031706,B + C,,Logistic,116 variable model
22,4,2,0.136686207,1.008435821,0.796639788,B + C,,Logistic,117 variable model
22,4,3,0.133216734,1.03084213,0.809605461,B + C,,Logistic,118 variable model
22,4,4,0.131845082,0.954302041,0.791695366,B + C,,Logistic,119 variable model
22,4,5,0.137955075,0.993456421,0.800318616,B + C,,Logistic,120 variable model
22,4,6,0.139031682,0.979875553,0.797590502,B + C,,Logistic,121 variable model
22,4,7,0.143753399,0.991912729,0.797765888,B + C,,Logistic,122 variable model
22,4,8,0.145947797,0.981676249,0.794690973,B + C,,Logistic,123 variable model
22,4,9,0.14060917,1.005062223,0.802251457,B + C,,Logistic,124 variable model
22,4,10,0.13817505,1.024168029,0.803412869,B + C,,Logistic,125 variable model
22,5,1,0.130727206,1.067090227,0.812128525,B + C,,Logistic,126 variable model
22,5,2,0.136192865,1.041620162,0.807615444,B + C,,Logistic,127 variable model
22,5,3,0.142271733,0.991976186,0.801521108,B + C,,Logistic,128 variable model
22,5,4,0.13824935,1.005466509,0.801475106,B + C,,Logistic,129 variable model
22,5,5,0.144380621,0.948371522,0.785201861,B + C,,Logistic,130 variable model
22,5,6,0.136938237,0.985348562,0.796242452,B + C,,Logistic,131 variable model
22,5,7,0.146790285,0.956787073,0.790161629,B + C,,Logistic,132 variable model
22,5,8,0.132080975,0.997948546,0.808086257,B + C,,Logistic,133 variable model
22,5,9,0.145739066,0.929801395,0.785258792,B + C,,Logistic,134 variable model
22,5,10,0.141032961,0.977810063,0.794232624,B + C,,Logistic,135 variable model
23,1,1,0.138384431,0.99644869,0.798115528,B + C,,Logistic,136 variable model
23,1,2,0.138195764,0.976290284,0.801039837,B + C,,Logistic,137 variable model
23,1,3,0.136936586,0.995461778,0.802187274,B + C,,Logistic,138 variable model
23,1,4,0.133011329,1.013673095,0.807041425,B + C,,Logistic,139 variable model
23,1,5,0.128810594,1.06398848,0.807993956,B + C,,Logistic,140 variable model
23,1,6,0.142336,1.001402846,0.799731249,B + C,,Logistic,141 variable model
23,1,7,0.145394693,0.961965999,0.793186886,B + C,,Logistic,142 variable model
23,1,8,0.141316712,0.97072782,0.791378558,B + C,,Logistic,143 variable model
23,1,9,0.134106344,1.042397558,0.807526882,B + C,,Logistic,144 variable model
23,1,10,0.147350996,0.914212249,0.787257741,B + C,,Logistic,145 variable model
23,2,1,0.141988363,1.013852463,0.804393987,B + C,,Logistic,146 variable model
23,2,2,0.137624777,0.944160446,0.789061176,B + C,,Logistic,147 variable model
23,2,3,0.137660587,1.036543893,0.80728031,B + C,,Logistic,148 variable model
23,2,4,0.140940849,0.954569379,0.790754317,B + C,,Logistic,149 variable model
23,2,5,0.140869007,1.046230343,0.806179211,B + C,,Logistic,150 variable model
23,2,6,0.132584967,1.000219389,0.802778853,B + C,,Logistic,151 variable model
23,2,7,0.137746743,0.98121907,0.800551506,B + C,,Logistic,152 variable model
23,2,8,0.139936466,0.972793405,0.796911483,B + C,,Logistic,153 variable model
23,2,9,0.139123213,0.999508893,0.795823097,B + C,,Logistic,154 variable model
23,2,10,0.140850524,0.973123707,0.796224483,B + C,,Logistic,155 variable model
23,3,1,0.136556357,0.99163719,0.805724265,B + C,,Logistic,156 variable model
23,3,2,0.140033949,0.954331719,0.787094553,B + C,,Logistic,157 variable model
23,3,3,0.13951461,1.035710753,0.800824991,B + C,,Logistic,158 variable model
23,3,4,0.139573509,0.983504856,0.793043034,B + C,,Logistic,159 variable model
23,3,5,0.145359295,0.964053801,0.795035663,B + C,,Logistic,160 variable model
23,3,6,0.14312268,0.935431205,0.790192622,B + C,,Logistic,161 variable model
23,3,7,0.128187102,1.018347596,0.8158716,B + C,,Logistic,162 variable model
23,3,8,0.131152311,1.081070337,0.812029246,B + C,,Logistic,163 variable model
23,3,9,0.143312743,1.017850796,0.805960571,B + C,,Logistic,164 variable model
23,3,10,0.145123741,0.948561428,0.786963743,B + C,,Logistic,165 variable model
23,4,1,0.143481533,0.945754765,0.791463466,B + C,,Logistic,166 variable model
23,4,2,0.136612785,1.006714924,0.797218059,B + C,,Logistic,167 variable model
23,4,3,0.133158067,1.026885966,0.809569738,B + C,,Logistic,168 variable model
23,4,4,0.131591266,0.955817397,0.792223755,B + C,,Logistic,169 variable model
23,4,5,0.137827951,0.997138639,0.801235453,B + C,,Logistic,170 variable model
23,4,6,0.138811877,0.980817948,0.798591827,B + C,,Logistic,171 variable model
23,4,7,0.143759261,0.988448564,0.797403962,B + C,,Logistic,172 variable model
23,4,8,0.145350976,0.990634791,0.79547828,B + C,,Logistic,173 variable model
23,4,9,0.140298242,1.004883898,0.803272174,B + C,,Logistic,174 variable model
23,4,10,0.137978714,1.020996806,0.803338867,B + C,,Logistic,175 variable model
23,5,1,0.130530573,1.065500677,0.812321381,B + C,,Logistic,176 variable model
23,5,2,0.135917309,1.044059201,0.8085601,B + C,,Logistic,177 variable model
23,5,3,0.142264663,0.987245895,0.801423339,B + C,,Logistic,178 variable model
23,5,4,0.137682067,1.015871623,0.801607578,B + C,,Logistic,179 variable model
23,5,5,0.144524761,0.94684799,0.785836593,B + C,,Logistic,180 variable model
23,5,6,0.136791958,0.984863679,0.796595321,B + C,,Logistic,181 variable model
23,5,7,0.146550877,0.958193131,0.790619551,B + C,,Logistic,182 variable model
23,5,8,0.13176818,0.995555235,0.808578423,B + C,,Logistic,183 variable model
23,5,9,0.145766367,0.927028003,0.785721109,B + C,,Logistic,184 variable model
23,5,10,0.141140048,0.96866572,0.794207519,B + C,,Logistic,185 variable model
