reps,fold,brier,slope,auc,runtime,model,Model_number
4,3,0.136687255,1.056428833,0.793504261,12.30753016,9,9
4,4,0.13214418,1.017547322,0.785591243,13.01688004,9,9
4,5,0.140075888,1.018997986,0.788061725,12.91112709,9,9
4,6,0.14138088,1.008485273,0.784514199,13.18346739,9,9
4,7,0.145508306,1.042547785,0.787613363,14.35754991,9,9
4,8,0.147752641,1.03564408,0.784313244,12.92963243,9,9
4,9,0.143379034,1.046311347,0.791550745,12.77555919,9,9
4,10,0.140619645,1.049527872,0.791839747,12.27960062,9,9
5,1,0.13287207,1.106756786,0.800752872,12.59425497,9,9
5,2,0.138735605,1.073160823,0.793921353,12.70582628,9,9
5,3,0.144692288,1.037280909,0.791237811,12.57958007,9,9
5,4,0.140012295,1.045912332,0.790044527,12.630373,9,9
5,5,0.146352762,0.989158251,0.775904223,11.24370146,9,9
5,6,0.139198597,1.00055604,0.785450746,12.74985909,9,9
5,7,0.147721844,0.991204561,0.781042514,13.16222525,9,9
5,8,0.133846742,1.048041768,0.79803204,14.29495025,9,9
5,9,0.147783434,0.94585803,0.775293595,14.47888875,9,9
5,10,0.142675965,1.034988122,0.785716289,12.87162113,9,9
1,1,0.140230673,0.998242944,0.791870107,2.143906832,10,10
1,2,0.139393302,0.993759604,0.796430566,0.574892998,10,10
1,3,0.138864793,0.996967174,0.795123032,0.581456184,10,10
1,4,0.133519712,1.042335864,0.801341967,0.607431412,10,10
1,5,0.131145371,1.043557429,0.799633491,0.598845959,10,10
1,6,0.14384393,1.003084236,0.790618867,0.609768391,10,10
1,7,0.147461644,0.951649245,0.78699795,2.113776684,10,10
1,8,0.143385703,0.957369782,0.78340753,0.589044571,10,10
1,9,0.135461186,1.048428294,0.802568655,0.592437744,10,10
1,10,0.148313921,0.920908441,0.77978684,0.567859888,10,10
2,1,0.143592087,1.018942709,0.798563598,0.574563503,10,10
2,2,0.138419607,0.957165175,0.783729022,0.56766057,10,10
2,3,0.138758729,1.032289676,0.801936929,2.165975571,10,10
2,4,0.142904013,0.948838539,0.780534383,0.571367741,10,10
2,5,0.142440396,1.067017235,0.800522545,0.610509872,10,10
2,6,0.133847884,1.000181848,0.795070493,0.597906828,10,10
2,7,0.139778711,0.973262219,0.794197433,0.569799423,10,10
2,8,0.141283743,0.9899224,0.790272224,0.563650846,10,10
2,9,0.141340262,0.978225286,0.789262518,0.602929831,10,10
2,10,0.142761279,0.976634549,0.789458893,0.574774981,10,10
3,1,0.138249275,1.011078833,0.800020617,0.608157635,10,10
3,2,0.142054005,0.92929189,0.777299862,0.577916384,10,10
3,3,0.14044638,1.046479368,0.797172793,2.16041398,10,10
3,4,0.141138754,0.965219051,0.7883902,0.610037565,10,10
3,5,0.146690945,0.986335158,0.789743136,0.61493969,10,10
3,6,0.144871763,0.939330819,0.782343206,0.600777149,10,10
3,7,0.129599718,1.040231652,0.810348403,2.177109241,10,10
3,8,0.133217832,1.072105116,0.80381455,0.601657152,10,10
3,9,0.145100156,1.015327658,0.798276434,0.581177235,10,10
3,10,0.146328472,0.950699226,0.780170788,0.601950645,10,10
4,1,0.145176132,0.954651867,0.784102334,0.564110756,10,10
4,2,0.139097926,0.991551579,0.787619793,0.595762491,10,10
4,3,0.13501765,1.016207335,0.802055949,0.56445384,10,10
4,4,0.132593823,0.967614249,0.786978507,0.611235619,10,10
4,5,0.138998423,0.986495654,0.794648351,2.172153234,10,10
4,6,0.140064127,0.988580399,0.79146086,0.603681087,10,10
4,7,0.144251625,0.995731828,0.792806592,0.580303907,10,10
4,8,0.146608073,1.010897589,0.789841447,0.603956938,10,10
4,9,0.142735714,1.009848256,0.795497011,0.595243692,10,10
4,10,0.139854077,1.016224367,0.797969582,0.554020882,10,10
5,1,0.132540688,1.063195209,0.804174121,0.597879648,10,10
5,2,0.138098036,1.038628286,0.800067464,0.588816166,10,10
5,3,0.143702479,1.001312658,0.795978697,0.560066223,10,10
5,4,0.139264839,1.015612122,0.795653091,2.156160831,10,10
5,5,0.146507288,0.939603313,0.77767752,2.156091213,10,10
5,6,0.138147276,0.970246756,0.790293223,0.576490402,10,10
5,7,0.147880813,0.962988339,0.78429113,0.618921041,10,10
5,8,0.133271934,1.019081745,0.804122293,0.60221839,10,10
5,9,0.146931696,0.91556436,0.778917784,0.593370438,10,10
5,10,0.142250582,0.993238479,0.788646942,0.608488083,10,10
1,1,0.140882523,1.073057637,0.788555584,29.82081938,11,11
1,2,0.140680621,1.060781075,0.789714376,26.90607262,11,11
1,3,0.138178341,1.08859396,0.796336759,27.32380319,11,11
1,4,0.134872557,1.09464525,0.795561496,26.92938519,11,11
1,5,0.131717017,1.094103894,0.795916697,26.971421,11,11
1,6,0.144496666,1.06677702,0.788470843,28.71951842,11,11
1,7,0.148096304,1.011122035,0.783738098,24.32288814,11,11
1,8,0.143842953,1.006355528,0.781127009,26.78068924,11,11
1,9,0.137156041,1.104893163,0.798167197,26.8067286,11,11
1,10,0.148479257,0.984262944,0.777591654,26.60681581,11,11
2,1,0.14440852,1.08458813,0.793863921,25.21235561,11,11
2,2,0.139371251,1.005225129,0.778037614,26.82839847,11,11
2,3,0.139909102,1.091467876,0.798098619,25.05806971,11,11
2,4,0.143476706,1.00718523,0.777721177,25.18116283,11,11
2,5,0.14304499,1.144620354,0.799388361,28.70937467,11,11
2,6,0.134588319,1.074839185,0.792961336,26.53593969,11,11
2,7,0.140133112,1.042660738,0.791853448,27.18923545,11,11
2,8,0.141293992,1.063279056,0.788027854,26.96024466,11,11
2,9,0.14215227,1.032227659,0.785614389,24.86131907,11,11
2,10,0.143852722,1.032100494,0.783837888,25.10069609,11,11
3,1,0.138401188,1.073222373,0.797043272,24.91076303,11,11
3,2,0.142890419,0.981094813,0.774037257,25.8353374,11,11
3,3,0.142258406,1.102443615,0.792156292,24.73773527,11,11
3,4,0.142909539,1.017087868,0.780225258,27.20242739,11,11
3,5,0.146730497,1.049237427,0.788638132,27.61337304,11,11
3,6,0.144632393,1.006087161,0.781081854,27.30294299,11,11
3,7,0.129668563,1.123572756,0.807279013,26.51228476,11,11
3,8,0.133835352,1.135737512,0.80063774,26.78338623,11,11
3,9,0.145331056,1.080119892,0.79711608,28.52265096,11,11
3,10,0.147510289,1.004764344,0.776655485,26.57633257,11,11
4,1,0.145364805,1.025602593,0.781146522,27.08640957,11,11
4,2,0.139729301,1.050049467,0.785266051,24.80181408,11,11
4,3,0.135791883,1.075697974,0.797879803,26.59005833,11,11
4,4,0.132680922,1.030606064,0.785561816,27.12796283,11,11
4,5,0.139457214,1.038046095,0.791461719,26.57305193,11,11
4,6,0.141639789,1.037670007,0.785400597,24.70935345,11,11
4,7,0.145464622,1.069463962,0.78936851,27.12946773,11,11
4,8,0.147199547,1.060638787,0.7883323,25.57167053,11,11
4,9,0.143238052,1.087110942,0.793302477,25.43788314,11,11
4,10,0.14037701,1.092268546,0.793962948,24.83478832,11,11
5,1,0.133174213,1.143863344,0.801411824,25.87021661,11,11
5,2,0.138609247,1.098887304,0.796713567,26.25475073,11,11
5,3,0.145155329,1.059553842,0.791450935,25.43850183,11,11
5,4,0.140135994,1.081450642,0.791611188,26.06230402,11,11
5,5,0.146574836,1.011785119,0.775989079,25.22663856,11,11
5,6,0.139256087,1.024786878,0.785617679,26.88312602,11,11
5,7,0.14780162,1.02407632,0.782263283,27.08185601,11,11
5,8,0.134182239,1.095562913,0.799036118,26.55988622,11,11
5,9,0.147827941,0.959861102,0.775833713,28.46002936,11,11
5,10,0.142689519,1.058297524,0.786535419,26.90098906,11,11
1,1,0.141025064,1.032397167,0.788617532,11.89032769,12,12
1,2,0.140221526,1.036536516,0.791590839,11.97886443,12,12
1,3,0.138308077,1.080633069,0.795950659,12.30973649,12,12
1,4,0.134328209,1.08209083,0.796966723,10.63737702,12,12
1,5,0.13175417,1.078264183,0.795604805,12.09141207,12,12
1,6,0.144834263,1.05525902,0.787044401,10.4887054,12,12
1,7,0.147584979,0.99673248,0.785594627,11.79924941,12,12
1,8,0.143841311,1.001487807,0.781015872,11.88447142,12,12
1,9,0.136570563,1.087921232,0.799798302,11.96112084,12,12
1,10,0.148680493,0.96983554,0.776563788,10.31022859,12,12
2,1,0.144324867,1.058431851,0.794225339,12.08132958,12,12
2,2,0.139141754,0.986160069,0.778421876,12.15684891,12,12
2,3,0.140247222,1.078610547,0.796997324,12.11901522,12,12
2,4,0.143401712,0.998242309,0.777980208,12.10043311,12,12
2,5,0.143387685,1.120130766,0.797469459,11.92305923,12,12
2,6,0.134323885,1.063305908,0.793787518,11.93071318,12,12
2,7,0.140528998,1.022768269,0.790177365,10.40151954,12,12
2,8,0.141590028,1.04631687,0.787284329,10.55399799,12,12
2,9,0.141977276,1.0130152,0.786525204,12.03911781,12,12
2,10,0.143617321,1.02420423,0.784145574,12.03382659,12,12
3,1,0.138292571,1.061106423,0.797108241,12.17859125,12,12
3,2,0.142690099,0.976868045,0.774142008,10.07534719,12,12
3,3,0.142199469,1.086040418,0.792705545,11.8994863,12,12
3,4,0.141885187,1.004558984,0.78442748,10.65612435,12,12
3,5,0.147830291,1.027181742,0.785294772,10.84333372,12,12
3,6,0.144988421,0.985958711,0.780564164,10.51205921,12,12
3,7,0.129620384,1.098435448,0.807521702,12.02437091,12,12
3,8,0.133512698,1.118653437,0.800748126,12.09831595,12,12
3,9,0.145586986,1.066340119,0.796419439,12.08147001,12,12
3,10,0.147444898,1.00006637,0.77647573,11.86226416,12,12
4,1,0.145193893,1.005445968,0.782096378,10.40995979,12,12
4,2,0.139345967,1.035176122,0.786242219,11.84785438,12,12
4,3,0.136154461,1.058708382,0.79711911,10.29166365,12,12
4,4,0.132705745,1.020582912,0.785384932,10.59770823,12,12
4,5,0.139622239,1.026228337,0.791035233,13.88845325,12,12
4,6,0.141273526,1.029275285,0.785922594,11.9310112,12,12
4,7,0.145515307,1.049817551,0.788424562,12.11939883,12,12
4,8,0.147168693,1.048787318,0.787822079,12.24092269,12,12
4,9,0.143515904,1.067546315,0.791883374,11.95959091,12,12
4,10,0.140893309,1.070183472,0.791847424,11.75486302,12,12
5,1,0.132899433,1.117127509,0.802130571,10.18928838,12,12
5,2,0.138682243,1.086424334,0.796897474,11.77350473,12,12
5,3,0.145585017,1.045597474,0.789276327,12.22902131,12,12
5,4,0.139822558,1.061700859,0.792200939,11.88934326,12,12
5,5,0.146677591,0.998618308,0.776231232,10.66279101,12,12
5,6,0.139119927,1.007359185,0.786508187,10.42257619,12,12
5,7,0.148681233,1.013835298,0.778816797,10.70270061,12,12
5,8,0.134180837,1.073089865,0.797880371,11.75797868,12,12
5,9,0.147704879,0.950607544,0.776035581,11.98195052,12,12
5,10,0.142503455,1.049248861,0.786874342,12.0407207,12,12
1,1,0.140005646,0.988095076,0.791853437,14.32119799,13,13
1,2,0.140257751,0.972501007,0.793437498,10.98513865,13,13
1,3,0.138745474,0.987747221,0.793687032,11.22893262,13,13
1,4,0.134831346,0.989664261,0.800370336,10.43902683,13,13
1,5,0.131786055,1.012172455,0.796386584,8.812299252,13,13
1,6,0.143757957,1.006959111,0.790233649,9.75923562,13,13
1,7,0.147678626,0.927749768,0.786399341,10.75183034,13,13
1,8,0.143780992,0.957193854,0.782943932,12.98631954,13,13
1,9,0.135558839,1.027263705,0.800548068,9.578464985,13,13
1,10,0.149075169,0.9012276,0.779177825,11.00947356,13,13
2,1,0.144178195,0.985514141,0.796392966,11.12695885,13,13
2,2,0.139463906,0.932106495,0.780674195,13.49810076,13,13
2,3,0.139409263,1.023295244,0.800497726,9.447637558,13,13
2,4,0.142329507,0.945864691,0.782861965,9.453461647,13,13
2,5,0.14270837,1.041655271,0.800456928,11.28481293,13,13
2,6,0.133690369,0.995729091,0.794353208,9.640545607,13,13
2,7,0.140661767,0.949827007,0.792410852,10.95864511,13,13
2,8,0.140737817,0.974097671,0.790999861,10.90303254,13,13
2,9,0.141777412,0.964002624,0.786940876,11.09526324,13,13
2,10,0.144148954,0.943642767,0.785214176,8.444900036,13,13
3,1,0.138836795,0.979706825,0.797366561,9.871991158,13,13
3,2,0.14264328,0.917308601,0.775500765,11.24517918,13,13
3,3,0.141435365,1.021445821,0.795369365,8.620867014,13,13
3,4,0.1417589,0.956951559,0.786423274,11.4511714,13,13
3,5,0.147787863,0.943647384,0.787586971,10.35148764,13,13
3,6,0.145153836,0.934367422,0.782468802,11.35743594,13,13
3,7,0.12999328,0.988852467,0.808895697,11.18072891,13,13
3,8,0.133495437,1.060070554,0.801552576,11.20923042,13,13
3,9,0.144568343,1.012589368,0.799758667,11.22960567,13,13
3,10,0.146882018,0.936362387,0.778221453,10.32733774,13,13
4,1,0.146254878,0.916677867,0.782242685,11.00720811,13,13
4,2,0.139167652,0.977033218,0.786470173,9.846163273,13,13
4,3,0.135561489,1.012263842,0.800597305,9.95382452,13,13
4,4,0.1320797,0.957334896,0.787743604,11.61333036,13,13
4,5,0.138525701,0.984360123,0.795026551,9.853567839,13,13
4,6,0.141308498,0.949115113,0.788316909,9.416791677,13,13
4,7,0.145083188,0.98263106,0.791123946,14.20403481,13,13
4,8,0.146476071,1.00117456,0.790149626,9.700948,13,13
4,9,0.142846437,0.996566379,0.794566617,9.997594833,13,13
4,10,0.139982383,0.998354962,0.796806351,10.84725595,13,13
5,1,0.13287162,1.048009504,0.802411367,11.28899503,13,13
5,2,0.138178732,1.02041953,0.798699121,11.09904838,13,13
5,3,0.14465978,0.989241387,0.794231529,11.60398984,13,13
5,4,0.139316225,0.997444902,0.794295498,9.992851019,13,13
5,5,0.145978502,0.940060812,0.779055104,11.18939018,13,13
5,6,0.13883124,0.952442596,0.788775431,11.15650415,13,13
5,7,0.148182622,0.934112608,0.783428921,11.51066995,13,13
5,8,0.133009248,0.993546929,0.803891167,11.18795085,13,13
5,9,0.147254183,0.913546474,0.778518882,11.35237169,13,13
5,10,0.143468765,0.967613988,0.786099012,12.991678,13,13
1,1,0.139879439,1.012114727,0.791105328,32.24944353,14,14
1,2,0.139531604,0.997802133,0.795536589,26.31161332,14,14
1,3,0.13813113,1.010503458,0.795917856,27.27753663,14,14
1,4,0.133715151,1.042293013,0.800001198,24.83374214,14,14
1,5,0.130999812,1.045434399,0.798374594,24.53139997,14,14
1,6,0.143539402,1.032440292,0.790569098,24.84965324,14,14
1,7,0.147962577,0.939841193,0.7859219,25.98983121,14,14
1,8,0.143207971,0.974246746,0.782684719,23.22210622,14,14
1,9,0.135307104,1.061181116,0.801966865,24.48420882,14,14
1,10,0.148469316,0.930878482,0.779357192,22.16388798,14,14
2,1,0.143674671,1.02083018,0.797686228,24.48605585,14,14
2,2,0.138594098,0.968148191,0.782493998,22.04353309,14,14
2,3,0.138722704,1.048923488,0.801474448,24.35872674,14,14
2,4,0.142824449,0.956210522,0.780127599,23.64491963,14,14
2,5,0.141937859,1.080141008,0.801210047,28.24234009,14,14
2,6,0.133734727,1.011181068,0.794306975,25.46574664,14,14
2,7,0.139852383,0.980179884,0.793398482,23.81586051,14,14
2,8,0.140836672,0.99527763,0.790225792,23.74892449,14,14
2,9,0.141451088,0.980139419,0.78769719,22.52626395,14,14
2,10,0.142807036,0.983950257,0.788186944,23.89006281,14,14
3,1,0.137900789,1.014020189,0.79944975,24.96952939,14,14
3,2,0.142222862,0.940608625,0.776210179,24.0497756,14,14
3,3,0.140457019,1.059818423,0.796047697,26.19683075,14,14
3,4,0.141455114,0.977172765,0.786836612,25.11724758,14,14
3,5,0.146744556,0.987120417,0.789716881,25.211272,14,14
3,6,0.144659786,0.951609143,0.782068301,26.43592572,14,14
3,7,0.129384589,1.027973629,0.809965916,27.49331117,14,14
3,8,0.132674915,1.094522547,0.803725179,28.01458955,14,14
3,9,0.144904487,1.027700637,0.797864838,27.54952717,14,14
3,10,0.146410718,0.961097573,0.779541336,27.90684509,14,14
4,1,0.145129935,0.956654735,0.783747976,25.15319753,14,14
4,2,0.138677893,1.004472877,0.787514006,24.03217506,14,14
4,3,0.134975111,1.03364257,0.80127668,23.04358411,14,14
4,4,0.131940507,0.984459985,0.786798712,24.8594954,14,14
4,5,0.139046137,1.000171069,0.793940475,22.84732628,14,14
4,6,0.140353354,0.987661863,0.789763095,23.70839667,14,14
4,7,0.144351877,1.010497243,0.792643142,22.32133484,14,14
4,8,0.146402156,1.015342615,0.78937885,23.43342638,14,14
4,9,0.142868426,1.013652299,0.794934233,23.33982778,14,14
4,10,0.139706718,1.024409287,0.797155651,23.00658131,14,14
5,1,0.132192263,1.078289951,0.80410206,22.94000363,14,14
5,2,0.13776827,1.049474684,0.799444364,26.0663898,14,14
5,3,0.143758655,1.015078863,0.795142298,26.31822729,14,14
5,4,0.139352618,1.01941648,0.794672197,27.2560966,14,14
5,5,0.146032544,0.957130397,0.777737064,24.42298865,14,14
5,6,0.138370574,0.983434969,0.788921032,25.24562263,14,14
5,7,0.147719143,0.965879838,0.783428921,27.11760616,14,14
5,8,0.132948363,1.012718072,0.804118671,26.0333209,14,14
5,9,0.147020356,0.924480344,0.778407474,27.89567327,14,14
5,10,0.142505832,0.999972047,0.787569147,28.06237721,14,14
1,1,0.139874493,1.011927505,0.7911185,59.78688598,15,15
1,2,0.139517173,0.997763399,0.795572565,47.08977008,15,15
1,3,0.138127644,1.010216483,0.795922569,48.17230153,15,15
1,4,0.133717527,1.041594864,0.799989926,53.0696671,15,15
1,5,0.130995428,1.045200645,0.798406651,54.14088249,15,15
1,6,0.143545895,1.031914996,0.790575368,48.07287812,15,15
1,7,0.14795009,0.939996079,0.785940095,45.78481984,15,15
1,8,0.143194862,0.973959205,0.782718484,50.62692714,15,15
1,9,0.135311276,1.060606884,0.801958372,57.16039205,15,15
1,10,0.148454793,0.930760295,0.779383339,50.79288816,15,15
2,1,0.143661699,1.020724087,0.797701256,36.28427172,15,15
2,2,0.138588785,0.967962343,0.782516212,48.38176227,15,15
2,3,0.138718421,1.048616548,0.801493981,51.4467144,15,15
2,4,0.142813058,0.956220898,0.780144106,31.32886362,15,15
2,5,0.141941943,1.079517829,0.801183693,54.49649549,15,15
2,6,0.133733276,1.010692545,0.794321781,34.09385967,15,15
2,7,0.1398424,0.97985835,0.793415906,50.95294833,15,15
2,8,0.140834604,0.99502039,0.790233674,46.90151739,15,15
2,9,0.141446659,0.980105035,0.787714333,33.98911881,15,15
2,10,0.142805496,0.983395635,0.788207909,51.54687238,15,15
3,1,0.137904581,1.013714137,0.799432251,37.92869091,15,15
3,2,0.142214457,0.940465374,0.776221492,50.26010084,15,15
3,3,0.1404572,1.059428309,0.796057519,36.66319656,15,15
3,4,0.141448932,0.977048264,0.78685057,52.59442139,15,15
3,5,0.146758114,0.986438148,0.789743136,53.95396352,15,15
3,6,0.144655523,0.9512299,0.782063408,52.18622637,15,15
3,7,0.129390728,1.027572219,0.809955147,53.86915112,15,15
3,8,0.132670466,1.094123899,0.803732223,57.826859,15,15
3,9,0.144888839,1.027471946,0.797906258,36.43725991,15,15
3,10,0.146400684,0.96087346,0.779589669,39.53704309,15,15
4,1,0.145142832,0.956094371,0.783741637,50.66157222,15,15
4,2,0.138687709,1.00416923,0.787479881,50.69244623,15,15
4,3,0.13496588,1.033445765,0.801283435,35.75755692,15,15
4,4,0.131941326,0.984160324,0.786780603,36.37636209,15,15
4,5,0.139035339,0.999954312,0.793954509,46.83650804,15,15
4,6,0.140343895,0.987492651,0.789816847,50.75514007,15,15
4,7,0.144353887,1.009896402,0.792634494,49.88404989,15,15
4,8,0.146398028,1.01511036,0.789389346,34.10938692,15,15
4,9,0.142867512,1.013425831,0.794948005,25.74578214,15,15
4,10,0.139701025,1.0242808,0.797168237,50.06910038,15,15
5,1,0.132201319,1.077940647,0.804109836,51.60380316,15,15
5,2,0.137764298,1.049125277,0.799488197,53.07230783,15,15
5,3,0.143759914,1.014616095,0.795152284,53.31356192,15,15
5,4,0.13935708,1.019071723,0.794656958,47.93905616,15,15
5,5,0.146022741,0.956910663,0.77777672,26.34328437,15,15
5,6,0.138364933,0.983046122,0.788934322,40.18012214,15,15
5,7,0.147716428,0.965670362,0.783451357,35.67358637,15,15
5,8,0.132952241,1.012355026,0.804130473,51.5244894,15,15
5,9,0.147002731,0.924500434,0.778438434,54.26874804,15,15
5,10,0.142502889,0.999711922,0.787603733,55.67662406,15,15
1,1,0.189197333,0.845171915,0.785391507,9.402123451,16,16
1,2,0.183447624,0.879339398,0.794487269,9.37947011,16,16
1,3,0.187178884,0.835583629,0.786878808,7.968066692,16,16
1,4,0.185436796,0.882400074,0.797505285,8.067361116,16,16
1,5,0.182585721,0.895378431,0.797979427,8.032753468,16,16
1,6,0.187146215,0.854622086,0.785101983,7.939614773,16,16
1,7,0.197035905,0.804308706,0.78057661,7.637563705,16,16
1,8,0.187769682,0.836796022,0.781629452,7.919139624,16,16
1,9,0.177003698,0.888008935,0.796642421,7.88291049,16,16
1,10,0.192550164,0.776830543,0.773158992,7.83384037,16,16
2,1,0.186801972,0.868704308,0.794408552,8.003957033,16,16
2,2,0.185735381,0.798330267,0.774596024,6.296508312,16,16
2,3,0.182497143,0.877050492,0.796625777,7.83407855,16,16
2,4,0.193324806,0.817840842,0.776160761,6.305191994,16,16
2,5,0.188895189,0.918355204,0.798117699,8.011752367,16,16
2,6,0.175392015,0.864191116,0.791873133,7.760944843,16,16
2,7,0.185571579,0.835654841,0.790633653,7.795656681,16,16
2,8,0.195887795,0.836623364,0.785879304,7.804115534,16,16
2,9,0.190704583,0.833554339,0.78211092,7.91046977,16,16
2,10,0.189229744,0.814874327,0.779969447,7.866779089,16,16
3,1,0.188145868,0.844705655,0.790499522,8.106535673,16,16
3,2,0.186518252,0.796392456,0.77346961,7.839779615,16,16
3,3,0.184617236,0.894858152,0.795168356,6.280250549,16,16
3,4,0.185987857,0.819702169,0.781490493,8.04660511,16,16
3,5,0.188899689,0.841538188,0.785726462,8.072760105,16,16
3,6,0.190103663,0.819407029,0.781230285,7.919994831,16,16
3,7,0.18662523,0.890732845,0.805081991,7.840217829,16,16
3,8,0.186458512,0.892919023,0.795920849,7.982381582,16,16
3,9,0.186154349,0.872342219,0.793360365,7.992241859,16,16
3,10,0.190164744,0.802993651,0.77345424,7.927229881,16,16
4,1,0.188068026,0.820157046,0.779618536,6.190122366,16,16
4,2,0.192259856,0.849077948,0.784608416,6.410438538,16,16
4,3,0.176166489,0.874070728,0.797131061,7.781225204,16,16
4,4,0.187314723,0.83356403,0.781969481,8.139953852,16,16
4,5,0.177388525,0.846153807,0.789385306,8.047818899,16,16
4,6,0.189898868,0.831518399,0.784597763,7.846042395,16,16
4,7,0.186388689,0.839922463,0.78665356,6.308830738,16,16
4,8,0.194363915,0.863615696,0.786471286,6.435651302,16,16
4,9,0.188940285,0.855489117,0.78989132,6.512233734,16,16
4,10,0.191277661,0.851828656,0.790902092,7.714913368,16,16
5,1,0.18387339,0.906385012,0.79966265,6.315671921,16,16
5,2,0.183064478,0.878996798,0.794523923,7.798231602,16,16
5,3,0.181198704,0.823098801,0.7852541,8.010373116,16,16
5,4,0.191258056,0.878964181,0.79226349,7.869819641,16,16
5,5,0.193005876,0.820435612,0.776847402,7.882101774,16,16
5,6,0.182116048,0.823131818,0.783194342,6.351253986,16,16
5,7,0.193431521,0.82433394,0.782704964,8.127220392,16,16
5,8,0.183958244,0.881208061,0.800988303,8.068022251,16,16
5,9,0.19459887,0.773627583,0.772995129,6.481901169,16,16
5,10,0.187533155,0.859497111,0.784319334,8.048349619,16,16
1,1,0.140230712,0.998255834,0.791870724,19.27286029,17,17
1,2,0.139393279,0.993772707,0.796429663,11.29545593,17,17
1,3,0.138864819,0.996980178,0.795122466,14.17852807,17,17
1,4,0.133519723,1.042349403,0.801342143,11.42801023,17,17
1,5,0.131145381,1.043571359,0.799634214,13.95427299,17,17
1,6,0.143843958,1.003097692,0.790619912,13.29924726,17,17
1,7,0.147461701,0.951661174,0.786997632,10.16064048,17,17
1,8,0.143385709,0.95738211,0.783406366,13.07505941,17,17
1,9,0.135461235,1.048441957,0.802567492,13.91923165,17,17
1,10,0.14831386,0.920924924,0.77978684,12.31071448,17,17
2,1,0.143592131,1.018955932,0.798563598,14.10805392,17,17
2,2,0.1384196,0.957178576,0.783732111,13.05413008,17,17
2,3,0.13875875,1.032304318,0.801940076,14.50121927,17,17
2,4,0.142903977,0.948853125,0.780536807,14.24728703,17,17
2,5,0.142440463,1.067030624,0.800520931,14.65819669,17,17
2,6,0.133847919,1.00019415,0.79507078,11.98619676,17,17
2,7,0.139778734,0.973273892,0.794196837,12.02274418,17,17
2,8,0.141283753,0.989935043,0.790274687,15.00889611,17,17
2,9,0.141340275,0.978239631,0.789263047,12.31650925,17,17
2,10,0.142761261,0.976648473,0.78945962,12.63850045,17,17
3,1,0.138249267,1.011092047,0.800021483,12.70832777,17,17
3,2,0.142054021,0.929305284,0.777299719,14.33173871,17,17
3,3,0.140446401,1.046493846,0.797172893,13.31188798,17,17
3,4,0.141138787,0.965231544,0.788391628,13.61404824,17,17
3,5,0.14669097,0.986348413,0.789741614,11.74767756,17,17
3,6,0.144871739,0.93934374,0.782343332,13.38989425,17,17
3,7,0.129599735,1.040242607,0.810348892,14.34060502,17,17
3,8,0.133217883,1.072118207,0.803813857,15.51852274,17,17
3,9,0.145100181,1.015342002,0.79827674,15.65645885,17,17
3,10,0.146328463,0.950715849,0.780170171,16.24319148,17,17
4,1,0.145176172,0.954664763,0.78410208,13.55765033,17,17
4,2,0.13909796,0.991565527,0.787620183,13.3999002,17,17
4,3,0.135017687,1.016220383,0.802056209,8.867618799,17,17
4,4,0.13259377,0.967627342,0.786979639,14.06526685,17,17
4,5,0.138998418,0.986508886,0.794650016,10.24205327,17,17
4,6,0.140064107,0.988593488,0.791461636,13.84897828,17,17
4,7,0.144251661,0.995745994,0.792808466,14.041888,17,17
4,8,0.146608114,1.010911186,0.789841578,14.57619119,17,17
4,9,0.142735753,1.009861706,0.795496763,13.32458448,17,17
4,10,0.139854094,1.016237776,0.797970742,11.09301949,17,17
5,1,0.132540736,1.063207215,0.804175764,13.32133079,17,17
5,2,0.13809811,1.038641942,0.800066685,15.83298707,17,17
5,3,0.143702508,1.001326573,0.795977058,13.05010724,17,17
5,4,0.139264848,1.015625059,0.795650601,10.55098629,17,17
5,5,0.146507283,0.939615585,0.777677882,13.09134126,17,17
5,6,0.138147261,0.970260018,0.790292523,13.96562481,17,17
5,7,0.147880814,0.96300221,0.784290916,14.24589324,17,17
5,8,0.133271958,1.019095193,0.804121592,14.58276844,17,17
5,9,0.146931673,0.915578673,0.778919511,14.2624855,17,17
5,10,0.142250579,0.993252455,0.788646008,16.05437207,17,17
1,1,0.140230712,0.998255834,0.791870724,48.52096272,18,18
1,2,0.139393279,0.993772707,0.796429663,40.31121564,18,18
1,3,0.138864819,0.996980178,0.795122466,47.83289027,18,18
1,4,0.133519723,1.042349403,0.801342143,43.95987058,18,18
1,5,0.131145381,1.043571359,0.799634214,47.95722437,18,18
1,6,0.143843958,1.003097692,0.790619912,43.78193903,18,18
1,7,0.147461701,0.951661174,0.786997632,37.48314762,18,18
1,8,0.143385709,0.95738211,0.783406366,48.12451744,18,18
1,9,0.135461235,1.048441957,0.802567492,47.60045004,18,18
1,10,0.14831386,0.920924924,0.77978684,45.25273323,18,18
2,1,0.143592131,1.018955932,0.798563598,49.64676619,18,18
2,2,0.1384196,0.957178576,0.783732111,47.79313302,18,18
2,3,0.13875875,1.032304318,0.801940076,44.46717095,18,18
2,4,0.142903977,0.948853125,0.780536807,40.54940486,18,18
2,5,0.142440463,1.067030624,0.800520931,51.77060986,18,18
2,6,0.133847919,1.00019415,0.79507078,46.05696011,18,18
2,7,0.139778734,0.973273892,0.794196837,45.91552091,18,18
2,8,0.141283753,0.989935043,0.790274687,46.15404224,18,18
